Age,Gender,Education Level,Job Title,Years of Experience,Salary,Math exam score,Programming exam score
41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,32,50
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,74,75
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,61,67
36.0,Male,PhD,Director of Data Science,12.0,170000.0,76,73
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,68,71
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,87,71
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,61,51
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,53,40
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,49,55
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,78,89
48.0,Male,PhD,Director of Data Science,18.0,210000.0,47,55
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,81,75
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,65,78
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,91,83
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,51,61
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,59,76
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,47,52
41.0,Female,PhD,Director of Data Science,16.0,200000.0,78,81
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,60,58
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,81,83
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,66,53
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,66,65
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,62,60
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,57,49
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,71,59
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,92,92
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,62,61
48.0,Male,PhD,Director of Data Science,18.0,210000.0,60,53
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,62,54
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,41,51
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,71,77
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,34,34
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,88,85
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,88,86
41.0,Female,PhD,Director of Data Science,16.0,200000.0,56,76
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,62,53
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,55,71
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,77,70
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,72,77
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,70,70
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,79,61
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,58,58
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,60,71
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,66,74
48.0,Male,PhD,Director of Data Science,18.0,210000.0,73,69
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,55,47
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,91,97
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,82,71
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,63,75
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,42,41
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,92,91
41.0,Female,PhD,Director of Data Science,16.0,200000.0,54,58
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,78,85
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,51,63
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,63,50
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,71,69
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,61,43
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,78,71
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,50,51
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,79,85
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,48,58
48.0,Male,PhD,Director of Data Science,18.0,210000.0,58,50
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,79,79
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,54,68
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,87,81
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,80,90
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,81,68
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,80,84
41.0,Female,PhD,Director of Data Science,16.0,200000.0,76,77
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,57,53
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,64,77
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,61,64
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,72,76
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,56,46
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,53,60
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,45,49
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,68,75
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,64,74
48.0,Male,PhD,Director of Data Science,18.0,210000.0,88,74
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,38,30
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,55,72
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,67,65
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,46,59
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,78,87
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,83,75
41.0,Female,PhD,Director of Data Science,16.0,200000.0,55,66
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,55,53
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,46,69
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,70,72
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,74,69
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,48,50
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,98,100
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,85,91
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,90,96
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,58,71
48.0,Male,PhD,Director of Data Science,18.0,210000.0,69,69
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,71,66
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,70,72
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,72,70
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,66,79
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,69,62
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,62,57
41.0,Female,PhD,Director of Data Science,16.0,200000.0,55,62
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,48,44
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,33,32
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,63,70
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,76,78
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,60,62
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,59,73
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,69,73
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,81,81
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,44,54
48.0,Male,PhD,Director of Data Science,18.0,210000.0,94,89
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,70,59
30.0,Female,Bachelor's Degree,Software Engineer,4.0,80000.0,61,63
29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,66,56
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,81,84
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,79,70
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,60,63
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,58,66
48.0,Male,PhD,Director of Data Science,18.0,210000.0,69,74
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,78,64
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,65,71
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,63,63
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,81,89
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,79,79
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,50,53
41.0,Female,PhD,Director of Data Science,16.0,200000.0,62,69
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,91,72
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,39,39
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,56,53
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,36,58
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,71,62
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,81,81
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,70,73
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,61,59
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,46,58
48.0,Male,PhD,Director of Data Science,18.0,210000.0,71,60
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,63,62
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,66,77
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,59,62
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,74,84
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,78,66
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,60,60
41.0,Female,PhD,Director of Data Science,16.0,200000.0,66,79
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,62,60
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,79,86
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,56,46
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,77,74
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,76,80
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,77,87
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,59,55
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,70,86
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,70,76
48.0,Male,PhD,Director of Data Science,18.0,210000.0,79,75
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,84,75
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,73,75
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,64,66
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,65,81
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,63,56
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,46,46
41.0,Female,PhD,Director of Data Science,16.0,200000.0,56,64
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,74,74
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,64,65
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,45,42
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,51,55
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,63,70
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,56,54
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,43,47
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,69,78
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,68,74
48.0,Male,PhD,Director of Data Science,18.0,210000.0,74,69
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,87,87
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,82,94
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,46,47
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,62,76
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,66,62
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,51,56
41.0,Female,PhD,Director of Data Science,16.0,200000.0,71,77
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,74,79
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,61,66
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,72,71
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,43,58
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,69,57
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,72,66
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,42,41
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,56,69
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,67,63
48.0,Male,PhD,Director of Data Science,18.0,210000.0,91,82
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,76,79
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,51,63
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,56,61
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,60,68
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,55,57
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,59,62
41.0,Female,PhD,Director of Data Science,16.0,200000.0,77,81
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,65,58
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,65,70
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,81,80
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,68,75
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,54,48
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,70,68
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,57,44
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,64,81
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,68,74
48.0,Male,PhD,Director of Data Science,18.0,210000.0,83,75
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,56,51
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,54,67
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,56,59
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,70,74
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,75,71
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,40,37
41.0,Female,PhD,Director of Data Science,16.0,200000.0,70,77
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,63,57
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,68,72
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,65,65
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,31,48
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,45,40
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,63,57
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,65,62
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,90,94
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,47,52
48.0,Male,PhD,Director of Data Science,18.0,210000.0,62,54
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,48,44
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,73,78
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,43,41
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,65,75
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,35,25
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,77,81
41.0,Female,PhD,Director of Data Science,16.0,200000.0,75,69
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,51,48
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,53,58
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,54,55
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,78,84
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,72,64
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,46,38
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,29,38
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,74,89
28.0,Male,Master's Degree,Web Developer,5.0,80000.0,69,71
30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000.0,61,67
25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0,41,52
45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,160000.0,57,76
33.0,Male,PhD,Director of HR,9.0,120000.0,77,83
22.0,Female,High School,Junior HR Generalist,0.0,40000.0,77,81
36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0,66,65
29.0,Female,Master's Degree,Senior HR Generalist,4.0,75000.0,57,68
42.0,Male,PhD,Director of HR,16.0,140000.0,76,68
27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0,62,66
38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,110000.0,67,76
24.0,Female,Bachelor's Degree,Web Developer,1.0,45000.0,60,67
31.0,Male,High School,Junior Web Developer,4.0,55000.0,60,50
39.0,Female,PhD,Director of HR,13.0,130000.0,42,58
26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000.0,93,88
32.0,Female,Master's Degree,Senior HR Generalist,7.0,80000.0,77,80
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,63,64
24.0,Female,High School,Junior HR Generalist,1.0,32000.0,94,96
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,60,49
29.0,Female,Master's Degree,Web Developer,4.0,65000.0,60,70
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,51,49
27.0,Female,Master's Degree,Director of HR,5.0,80000.0,76,86
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,93,95
42.0,Male,Master's Degree,Web Developer,10.0,110000.0,80,74
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,73,73
36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,88,91
28.0,Male,High School,Junior HR Generalist,1.0,32000.0,61,59
33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,60,68
46.0,Male,PhD,Director of HR,15.0,150000.0,81,72
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,72,83
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,65,79
30.0,Male,Master's Degree,Web Developer,4.0,65000.0,72,68
43.0,Female,PhD,Director of HR,14.0,140000.0,72,80
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,63,72
26.0,Female,High School,Junior HR Generalist,2.0,35000.0,69,77
41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,80,73
29.0,Female,Master's Degree,Web Developer,5.0,70000.0,84,87
35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,84,79
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,54,57
40.0,Male,PhD,Director of HR,13.0,135000.0,54,43
23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,55,72
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,85,71
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,74,75
44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,40,56
28.0,Male,Master's Degree,Web Developer,3.0,55000.0,60,51
32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,81,80
45.0,Male,Master's Degree,Director of HR,14.0,140000.0,54,43
26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,62,69
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,68,56
27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,52,62
33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,70,69
42.0,Female,Master's Degree,Director of HR,13.0,135000.0,75,84
29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,54,48
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,82,91
30.0,Male,High School,Junior HR Generalist,1.0,32000.0,86,79
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,52,62
34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,89,75
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,54,63
37.0,Male,PhD,Director of HR,12.0,120000.0,70,67
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,51,52
39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,96,88
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,59,69
44.0,Female,PhD,Director of HR,14.0,140000.0,62,63
28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,74,69
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,74,69
45.0,Male,PhD,Director of HR,13.0,135000.0,56,49
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,57,74
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,61,62
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,68,73
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,57,62
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,52,72
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,65,65
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,63,77
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,81,74
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,52,57
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,53,54
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,67,69
37.0,Male,PhD,Director of HR,11.0,115000.0,49,51
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,38,46
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,57,54
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,72,75
44.0,Female,PhD,Director of HR,13.0,135000.0,74,80
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,90,77
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,48,58
45.0,Male,PhD,Director of HR,14.0,140000.0,62,77
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,73,81
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,48,52
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,73,81
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,64,69
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,51,62
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,81,66
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,33,48
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,63,71
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,73,75
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,47,50
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,24,33
37.0,Male,PhD,Director of HR,11.0,115000.0,73,78
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,54,59
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,73,64
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,61,54
44.0,Female,PhD,Director of HR,13.0,135000.0,50,58
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,58,66
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,62,68
45.0,Male,PhD,Director of HR,14.0,140000.0,57,52
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,44,51
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,69,69
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,58,70
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,59,42
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,68,78
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,79,77
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,54,56
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,80,62
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,85,90
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,80,75
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,79,84
37.0,Male,PhD,Director of HR,11.0,115000.0,78,78
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,70,76
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,37,29
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,56,59
44.0,Female,PhD,Director of HR,13.0,135000.0,64,73
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,85,80
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,43,40
45.0,Male,PhD,Director of HR,14.0,140000.0,77,75
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,55,65
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,64,70
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,68,77
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,63,57
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,49,63
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,85,73
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,58,66
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,82,74
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,75,83
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,55,55
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,82,88
37.0,Male,PhD,Director of HR,11.0,115000.0,68,65
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,74,64
24.0,Female,High School,Junior HR Generalist,1.0,32000.0,77,91
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,46,44
29.0,Female,Master's Degree,Web Developer,4.0,65000.0,70,77
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,89,77
27.0,Female,Master's Degree,Director of HR,5.0,80000.0,50,53
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,57,66
42.0,Male,Master's Degree,Web Developer,10.0,110000.0,80,83
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,64,71
36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,76,77
28.0,Male,High School,Junior HR Generalist,1.0,32000.0,65,67
33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,68,75
46.0,Male,PhD,Director of HR,15.0,150000.0,55,54
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,60,55
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,74,83
30.0,Male,Master's Degree,Web Developer,4.0,65000.0,85,81
43.0,Female,PhD,Director of HR,14.0,140000.0,77,84
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,71,66
26.0,Female,High School,Junior HR Generalist,2.0,35000.0,61,74
41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,56,47
29.0,Female,Master's Degree,Web Developer,5.0,70000.0,73,79
35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,72,70
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,64,72
40.0,Male,PhD,Director of HR,13.0,135000.0,83,70
23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,42,48
